"","X","id","has_bathroom","has_refrig","total_persons","has_comp","num_phones","disabled","married","divorced","separated","widower","single","num_children","num_65","num_adults","dependency","water_inside","water_outside","no_water","gov_elec","private_elec","no_elec","coop_elec","no_toilet","sewer","septictank","latrine","toilet_other","no_cooking_energy","cooking_.elec","cooking_gas","cooking_woodcoal","trash_truck","trash_buried","trash_burning","trash_throwing","trash_river","age","Target","age_z"
"7814",7814,"ID_afdd87071",1,1,6,0,4,0,0,0,0,0,1,4,0,2,0.666666666666667,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,14,1,-0.939445764334684
"7815",7815,"ID_0617d7364",1,1,6,0,4,0,0,0,0,0,0,4,0,2,0.666666666666667,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,8,1,-1.21706595294678
"7816",7816,"ID_c62ffaf04",1,1,6,0,4,0,1,0,0,0,0,4,0,2,0.666666666666667,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,37,1,0.124764958678345
"7820",7820,"ID_a6c4f6d9f",1,1,3,0,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,43,0,0.40238514729044
"7821",7821,"ID_9c9a6faf6",1,1,3,0,2,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,12,0,-1.03198582720538
"7822",7822,"ID_139a11f36",1,1,3,0,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,47,0,0.587465273031836
"7823",7823,"ID_6d2e97ba9",1,1,3,0,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,46,1,0.541195241596487
"7824",7824,"ID_742a3c60d",1,1,3,0,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,47,1,0.587465273031836
"7825",7825,"ID_d0a7cc1dc",1,1,3,0,2,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,14,1,-0.939445764334684
"7831",7831,"ID_1001003f9",1,1,5,0,3,0,0,0,0,0,1,1,0,4,0.2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,21,1,-0.61555554428724
"7832",7832,"ID_071c57d66",1,1,5,0,3,0,0,0,0,0,1,1,0,4,0.2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,23,1,-0.523015481416542
"7833",7833,"ID_52932282a",1,1,5,0,3,0,0,0,0,0,0,1,0,4,0.2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,1,-1.44841611012352
"7834",7834,"ID_ffb70769d",1,1,5,0,3,0,0,0,0,0,0,1,0,4,0.2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,53,1,0.865085461643931
"7835",7835,"ID_44eda1b00",1,1,2,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,41,0,0.309845084419742
"7836",7836,"ID_cba231b18",1,1,2,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,47,0,0.587465273031836
"7837",7837,"ID_34946a4fe",1,1,4,0,3,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,59,0,1.14270565025603
"7838",7838,"ID_c5c6a1372",1,1,4,0,3,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,32,0,-0.1065851984984
"7839",7839,"ID_ecb915d1e",1,1,4,0,3,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,61,0,1.23524571312672
"7840",7840,"ID_f758afae4",1,1,4,0,3,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,35,0,0.032224895807647
"7841",7841,"ID_60a70d947",1,1,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,54,0,0.91135549307928
"7842",7842,"ID_4b8e78c2f",1,1,3,0,3,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27,0,-0.337935355675146
"7843",7843,"ID_c65182372",1,1,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,55,0,0.957625524514629
"7844",7844,"ID_c10ee9ce7",1,1,5,0,4,0,0,0,0,0,0,1,0,4,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,8,0,-1.21706595294678
"7845",7845,"ID_d81519444",1,1,5,0,4,0,1,0,0,0,0,1,0,4,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,37,0,0.124764958678345
"7847",7847,"ID_62b60f890",1,1,5,0,4,0,1,0,0,0,0,1,0,4,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,52,0,0.818815430208582
"7849",7849,"ID_a6846bff1",1,0,9,0,2,0,0,0,0,0,1,8,0,1,0.888888888888889,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,17,1,-0.800635670028637
"7850",7850,"ID_8b01411ee",1,0,9,0,2,0,0,0,0,0,0,8,0,1,0.888888888888889,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,-1.54095617299422
"7851",7851,"ID_5bc22987d",1,0,9,0,2,0,0,0,0,0,0,8,0,1,0.888888888888889,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1,-1.44841611012352
"7852",7852,"ID_67715ff13",1,0,9,0,2,0,0,0,0,0,1,8,0,1,0.888888888888889,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,38,1,0.171034990113694
"7853",7853,"ID_3b0ecb7f2",1,0,9,0,2,0,0,0,0,0,0,8,0,1,0.888888888888889,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,7,1,-1.26333598438213
"7854",7854,"ID_17356db5c",1,0,9,0,2,0,0,0,0,0,0,8,0,1,0.888888888888889,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9,1,-1.17079592151143
"7857",7857,"ID_0318f001f",1,0,9,0,2,0,0,0,0,0,1,8,0,1,0.888888888888889,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,12,1,-1.03198582720538
"7858",7858,"ID_f2a0fbded",1,1,2,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,46,0,0.541195241596487
"7859",7859,"ID_25ccfc265",1,1,2,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,54,0,0.91135549307928
"7862",7862,"ID_361a87998",1,1,4,0,3,0,0,0,0,0,1,1,1,3,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,19,0,-0.708095607157939
"7864",7864,"ID_f3add6338",1,1,2,0,2,0,0,0,0,0,1,1,0,1,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,15,1,-0.893175732899335
"7865",7865,"ID_19cb07adb",1,1,2,0,2,0,0,0,0,0,1,1,0,1,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,38,1,0.171034990113694
"7867",7867,"ID_8e9386b27",1,1,2,0,2,0,0,0,0,1,0,1,0,1,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,50,1,0.726275367337884
"7868",7868,"ID_fe27397a2",1,1,2,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,50,1,0.726275367337884
"7869",7869,"ID_d0cb68fc9",1,1,2,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,48,1,0.633735304467185
"7870",7870,"ID_7cae6f9fc",1,1,3,0,3,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,37,1,0.124764958678345
"7872",7872,"ID_6953e4997",1,1,3,0,3,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9,1,-1.17079592151143
"7873",7873,"ID_ab97f89ad",1,1,3,0,2,0,0,0,1,0,0,1,1,2,0.666666666666667,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,70,0,1.65167599604487
"7879",7879,"ID_b84b24b4a",1,1,6,0,4,0,0,0,0,0,0,4,0,2,0.666666666666667,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,1,-1.40214607868818
"7880",7880,"ID_54f810e2c",1,1,6,0,4,0,0,0,0,0,0,4,0,2,0.666666666666667,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,8,1,-1.21706595294678
"7882",7882,"ID_7a67b2a70",1,1,3,0,3,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,16,1,-0.846905701463986
"7884",7884,"ID_8285f8349",1,1,3,0,3,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,55,1,0.957625524514629
"7887",7887,"ID_0749022b5",1,0,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,44,1,0.448655178725789
"7888",7888,"ID_df5c427bc",1,0,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,43,1,0.40238514729044
"7889",7889,"ID_ec263d8cc",1,0,3,0,2,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,14,1,-0.939445764334684
"7890",7890,"ID_5fd9d3209",1,1,3,0,3,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,56,0,1.00389555594998
"7891",7891,"ID_3b89a8fb4",1,1,3,0,3,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,61,0,1.23524571312672
"7892",7892,"ID_225f8a17d",1,1,3,0,3,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,16,0,-0.846905701463986
"7894",7894,"ID_1b1951857",1,1,4,0,3,0,0,0,0,0,1,1,0,3,0.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,17,1,-0.800635670028637
"7896",7896,"ID_b2b434c62",1,1,4,0,3,0,0,0,0,0,0,1,0,3,0.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,59,1,1.14270565025603
"7897",7897,"ID_694be3379",1,1,2,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,40,0,0.263575052984393
"7898",7898,"ID_6168303bb",1,1,2,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,39,0,0.217305021549043
"7899",7899,"ID_9c5fedf60",1,1,4,0,2,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,34,1,-0.0140451356277021
"7900",7900,"ID_1acbd89d1",1,1,4,0,2,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,13,1,-0.985715795770033
"7902",7902,"ID_1b3fb2558",1,1,4,0,2,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,8,1,-1.21706595294678
"7903",7903,"ID_f5800de83",1,1,3,0,1,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,29,0,-0.245395292804448
"7904",7904,"ID_4b73aa6f4",1,1,3,0,1,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,9,0,-1.17079592151143
"7905",7905,"ID_092731146",1,1,3,0,1,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,30,0,-0.199125261369098
"7906",7906,"ID_758ce217e",1,1,2,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,64,0,1.37405580743277
"7907",7907,"ID_0d1b623c7",1,1,2,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,64,0,1.37405580743277
"7909",7909,"ID_50aa6cee2",1,1,2,0,2,0,0,0,0,0,0,1,0,1,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,18,0,-0.754365638593288
"7910",7910,"ID_45fe47a17",1,1,2,0,2,0,1,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,77,0,1.97556621609231
"7913",7913,"ID_6f8913c57",1,1,5,0,4,0,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,11,1,-1.07825585864073
"7914",7914,"ID_84dae9c9e",1,1,5,0,4,0,0,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,1,-1.40214607868818
"7915",7915,"ID_544d9d232",1,1,5,0,4,0,0,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,34,1,-0.0140451356277021
"7918",7918,"ID_78f908c82",1,1,6,0,5,0,0,0,0,0,1,3,0,3,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,16,0,-0.846905701463986
"7919",7919,"ID_fb47cc08a",1,1,6,0,5,0,0,0,0,0,0,3,0,3,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,0,-1.40214607868818
"7920",7920,"ID_6eacbdac5",1,1,6,0,5,0,1,0,0,0,0,3,0,3,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,50,0,0.726275367337884
"7922",7922,"ID_3a4270da9",1,1,6,0,5,0,0,0,0,0,1,3,0,3,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,23,0,-0.523015481416542
"7923",7923,"ID_f873a0903",1,1,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,23,1,-0.523015481416542
"7924",7924,"ID_29a7f7ea6",1,1,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,24,1,-0.476745449981193
"7925",7925,"ID_5523aaedf",1,1,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1,-1.49468614155887
"7927",7927,"ID_bed3fc936",1,1,4,0,1,1,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,56,1,1.00389555594998
"7929",7929,"ID_d12a9e5bf",1,1,4,0,1,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,46,1,0.541195241596487
"7930",7930,"ID_2dc0a1daa",1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,72,1,1.74421605891556
"7931",7931,"ID_70ad4522c",1,1,3,0,2,0,0,0,0,0,1,2,0,1,0.666666666666667,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,44,1,0.448655178725789
"7932",7932,"ID_b35164a71",1,1,3,0,2,0,0,0,0,0,1,2,0,1,0.666666666666667,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,15,1,-0.893175732899335
"7933",7933,"ID_17522436a",1,1,3,0,2,0,0,0,0,0,1,2,0,1,0.666666666666667,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,13,1,-0.985715795770033
"7936",7936,"ID_63e52cb61",1,1,5,0,2,0,0,0,0,0,0,3,0,2,0.6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,8,1,-1.21706595294678
"7937",7937,"ID_9438bf89d",1,1,5,0,2,0,0,0,0,0,1,3,0,2,0.6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,11,1,-1.07825585864073
"7939",7939,"ID_79f09a2b4",1,1,3,0,3,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,52,0,0.818815430208582
"7940",7940,"ID_c09542364",1,1,3,0,3,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,56,0,1.00389555594998
"7941",7941,"ID_386980768",1,1,3,0,3,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,7,0,-1.26333598438213
"7942",7942,"ID_b956534d0",1,1,2,0,1,0,0,0,1,0,0,1,0,1,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,30,1,-0.199125261369098
"7943",7943,"ID_6224aa221",1,1,2,0,1,0,0,0,0,0,0,1,0,1,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,1,-1.44841611012352
"7944",7944,"ID_9c4860b7d",1,1,5,0,5,0,0,0,0,0,1,2,1,3,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,11,1,-1.07825585864073
"7945",7945,"ID_053a48ff4",1,1,5,0,5,0,0,0,1,0,0,2,1,3,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,45,1,0.494925210161138
"7946",7946,"ID_a9d6dad7e",1,1,5,0,5,0,0,0,0,0,1,2,1,3,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,21,1,-0.61555554428724
"7948",7948,"ID_8878ffc8a",1,1,5,0,5,0,0,0,0,0,0,2,1,3,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5,1,-1.35587604725283
"7949",7949,"ID_1441e817d",1,1,2,0,2,0,0,0,0,0,1,1,0,1,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,51,0,0.772545398773233
"7951",7951,"ID_ba92787e9",1,1,4,1,4,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,45,0,0.494925210161138
"7952",7952,"ID_b6a712568",1,1,4,1,4,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,15,0,-0.893175732899335
"7953",7953,"ID_ce41643bf",1,1,4,1,4,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,46,0,0.541195241596487
"7958",7958,"ID_008635054",1,1,4,0,4,0,0,0,0,0,1,1,0,3,0.25,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,24,0,-0.476745449981193
"7960",7960,"ID_878cebe5c",1,1,3,0,3,0,0,0,1,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,45,0,0.494925210161138
"7961",7961,"ID_12ccd0cce",1,1,3,0,3,1,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13,0,-0.985715795770033
"7964",7964,"ID_27986663a",1,1,4,0,3,0,1,0,0,0,0,0,1,4,0.25,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,69,1,1.60540596460952
"7965",7965,"ID_4051c35e3",1,1,4,0,3,0,0,0,0,0,1,0,1,4,0.25,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,34,1,-0.0140451356277021
"7969",7969,"ID_570c473c6",1,1,4,0,3,0,0,0,0,0,0,1,0,3,0.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6,1,-1.30960601581748
"7972",7972,"ID_8926fb724",1,1,4,0,4,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,38,0,0.171034990113694
"7975",7975,"ID_0c2dc6d08",1,1,3,0,2,0,0,0,0,0,1,2,0,1,0.666666666666667,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,14,0,-0.939445764334684
"7977",7977,"ID_f4b7fb417",1,1,3,0,2,0,0,0,0,0,0,2,0,1,0.666666666666667,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,-1.40214607868818
"7979",7979,"ID_6a65042a2",1,1,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,52,0,0.818815430208582
"7981",7981,"ID_1bc0561a1",1,1,1,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,39,0,0.217305021549043
"7982",7982,"ID_f1efa014c",1,0,5,0,3,0,0,0,0,0,1,2,0,3,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,30,1,-0.199125261369098
"7983",7983,"ID_afba8ebe5",1,0,5,0,3,0,1,0,0,0,0,2,0,3,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,50,1,0.726275367337884
"7984",7984,"ID_d41cc2756",1,0,5,0,3,0,1,0,0,0,0,2,0,3,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,53,1,0.865085461643931
"7985",7985,"ID_a61087ea9",1,0,5,0,3,0,0,0,0,0,1,2,0,3,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,16,1,-0.846905701463986
"7986",7986,"ID_6024ddbc4",1,0,5,0,3,0,0,0,0,0,0,2,0,3,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,9,1,-1.17079592151143
"7988",7988,"ID_129de3415",1,0,4,0,0,0,0,0,0,0,1,3,0,1,0.75,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,18,1,-0.754365638593288
"7989",7989,"ID_f7a41383a",1,0,4,0,0,0,0,0,1,0,0,3,0,1,0.75,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,43,1,0.40238514729044
"7990",7990,"ID_2e0ed5644",1,0,4,0,0,0,0,0,0,0,1,3,0,1,0.75,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15,1,-0.893175732899335
"7991",7991,"ID_6928ebc91",1,1,5,0,2,0,0,0,0,0,1,3,1,2,0.8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,30,1,-0.199125261369098
"7992",7992,"ID_9208620db",1,1,5,0,2,1,0,0,0,0,1,3,1,2,0.8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,12,1,-1.03198582720538
"7993",7993,"ID_9f7d3c776",1,1,5,0,2,0,0,0,1,0,0,3,1,2,0.8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,79,1,2.06810627896301
"7994",7994,"ID_44e804145",1,1,5,0,2,0,0,0,0,0,0,3,1,2,0.8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,1,-1.44841611012352
"7995",7995,"ID_65d41596c",1,1,5,0,2,0,0,0,0,0,0,3,1,2,0.8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,-1.54095617299422
"7996",7996,"ID_3fa768344",1,1,7,0,6,0,0,0,0,0,1,2,0,5,0.285714285714286,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,32,1,-0.1065851984984
"7997",7997,"ID_a69982d97",1,1,7,0,6,0,0,0,1,0,0,2,0,5,0.285714285714286,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,54,1,0.91135549307928
"7998",7998,"ID_65a3ceace",1,1,7,0,6,0,0,0,0,0,1,2,0,5,0.285714285714286,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,24,1,-0.476745449981193
"7999",7999,"ID_d4b5ee9a2",1,1,7,0,6,0,0,0,0,0,0,2,0,5,0.285714285714286,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,7,1,-1.26333598438213
"8001",8001,"ID_68c5d21fb",1,1,7,0,6,0,1,0,0,0,0,2,0,5,0.285714285714286,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,30,1,-0.199125261369098
"8002",8002,"ID_353d0d59b",1,1,7,0,6,0,1,0,0,0,0,2,0,5,0.285714285714286,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,27,1,-0.337935355675146
"8003",8003,"ID_2c145b579",1,1,4,0,4,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,37,1,0.124764958678345
"8004",8004,"ID_21da324d8",1,1,4,0,4,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5,1,-1.35587604725283
